id;code;okved;version;ismain
77951c2f-8612-47e2-b1b1-ace7718e7696;47.21;Торговля розничная фруктами и овощами в специализированных магазинах;2014;1
77951c2f-8612-47e2-b1b1-ace7718e7696;47.22.3;Торговля розничная консервами из мяса и мяса птицы в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.23.2;Торговля розничная консервами из рыбы и морепродуктов в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.24.1;Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.24.2;Торговля розничная кондитерскими изделиями в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.24.22;Торговля розничная кондитерскими изделиями, включая шоколад, в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.24.3;Торговля розничная мороженым и замороженными десертами в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.25.1;Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.25.12;Торговля розничная пивом в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.26;Торговля розничная табачными изделиями в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.25.2;Торговля розничная безалкогольными напитками в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.29.22;Торговля розничная растительными маслами в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.29.3;Торговля розничная прочими пищевыми продуктами в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.29.31;Торговля розничная мукой и макаронными изделиями в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.29.35;Торговля розничная чаем, кофе, какао в специализированных магазинах;2014;0
77951c2f-8612-47e2-b1b1-ace7718e7696;47.29.39;Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.11;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;2014;1
d8af8ee2-206c-45f7-9331-82083f9769bd;47.19;Торговля розничная прочая в неспециализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.21;Торговля розничная фруктами и овощами в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.22;Торговля розничная мясом и мясными продуктами в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.23;Торговля розничная рыбой, ракообразными и моллюсками в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.24;Торговля розничная хлебом и хлебобулочными изделиями и кондитерскими изделиями в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.25;Торговля розничная напитками в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.26;Торговля розничная табачными изделиями в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;47.29;Торговля розничная прочими пищевыми продуктами в специализированных магазинах;2014;0
d8af8ee2-206c-45f7-9331-82083f9769bd;56.1;Деятельность ресторанов и услуги по доставке продуктов питания;2014;0
890b525b-9c62-4747-8266-fb063d1594f9;62.01;Разработка компьютерного программного обеспечения;2014;1
890b525b-9c62-4747-8266-fb063d1594f9;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов;2014;0
890b525b-9c62-4747-8266-fb063d1594f9;62.02;Деятельность консультативная и работы в области компьютерных технологий;2014;0
890b525b-9c62-4747-8266-fb063d1594f9;62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;2014;0
890b525b-9c62-4747-8266-fb063d1594f9;63.11;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;2014;0
30d7c8f1-0699-41c7-9fe4-6f81e882e20f;47.71;Торговля розничная одеждой в специализированных магазинах;2014;1
b865c8ad-814e-4d62-a788-bd5609063d13;47.78.3;Торговля розничная сувенирами, изделиями народных художественных промыслов;2014;0
b865c8ad-814e-4d62-a788-bd5609063d13;47.76;Торговля розничная цветами и другими растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах;2014;1
a5b04b22-e0c9-4671-8f75-d5168fb0e8bc;55.2;Деятельность по предоставлению мест для краткосрочного проживания;2014;0
eee43a95-4b89-4200-b1dd-6419cbe6767a;20.42;Производство парфюмерных и косметических средств;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.9;Торговля розничная вне магазинов, палаток, рынков;2014;0
f8f121eb-642b-42c2-ae73-bdfc920bef57;47.75;Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;33.12;Ремонт машин и оборудования;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;45.2;Техническое обслуживание и ремонт автотранспортных средств;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;51.1;Деятельность пассажирского воздушного транспорта;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.34;Производство малярных и стекольных работ;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49.3;Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;47.78.9;Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;49.42;Предоставление услуг по перевозкам;2014;0
3d5a4c2a-5b28-4794-b6d7-ed002ae42be6;47.52.5;Торговля розничная санитарно-техническим оборудованием в специализированных магазинах;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;46.33;Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.02.9;Деятельность консультативная в области компьютерных технологий прочая;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;47.91.4;Торговля розничная, осуществляемая непосредственно при помощи телевидения, радио, телефона;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.42;Предоставление услуг по перевозкам;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.03.13;Деятельность по сопровождению компьютерных систем;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;90.03;Деятельность в области художественного творчества;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;95.25.2;Ремонт ювелирных изделий;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;46.18;Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;28.23;Производство офисной техники и оборудования (кроме компьютеров и периферийного оборудования);2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;16.24;Производство деревянной тары;2014;0
31e1fc3c-0dd9-4444-9edd-bfdfb0dd4bc5;47.7;Торговля розничная прочими товарами в специализированных магазинах;2014;0
31e1fc3c-0dd9-4444-9edd-bfdfb0dd4bc5;95.21;Ремонт электронной бытовой техники;2014;0
abf3bba0-5fbd-4bef-88aa-1b9e0142fdb3;43.29;Производство прочих строительно-монтажных работ;2014;0
94243127-65b0-4f1b-9ca9-d5790fd045d2;47.9;Торговля розничная вне магазинов, палаток, рынков;2014;0
14e0c3fa-faed-407c-b476-342a2126e5e7;61.10.1;Деятельность по предоставлению услуг телефонной связи;2014;0
32342744-b778-423c-8a8a-962ad3373371;14.11;Производство одежды из кожи;2014;0
c9ddbfb5-9031-46b9-a503-af307dde893f;47.81;Торговля розничная в нестационарных торговых объектах и на рынках пищевыми продуктами, напитками и табачной продукцией;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;47.91.2;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;46.18;Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;62.03.19;Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки;2014;0
b5e73cd8-a4ac-4549-b715-0a50afc89cc8;47.11;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;2014;0
b5e73cd8-a4ac-4549-b715-0a50afc89cc8;56.10.21;Деятельность предприятий общественного питания с обслуживанием на вынос;2014;0
4259c32d-00eb-42a5-833c-f18baa2d51a6;47.71;Торговля розничная одеждой в специализированных магазинах;2014;0
b93151d1-016d-4652-953b-2992ae81d3c5;43.11;Разборка и снос зданий;2014;0
b865c8ad-814e-4d62-a788-bd5609063d13;47.89;Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами;2014;0
a5b04b22-e0c9-4671-8f75-d5168fb0e8bc;79.11;Деятельность туристических агентств;2014;1
2bf78a07-4d71-447d-90c3-d032471ee4af;47.21;Торговля розничная фруктами и овощами в специализированных магазинах;2014;1
2bf78a07-4d71-447d-90c3-d032471ee4af;47.29;Торговля розничная прочими пищевыми продуктами в специализированных магазинах;2014;0
eee43a95-4b89-4200-b1dd-6419cbe6767a;46.45.1;Торговля оптовая парфюмерными и косметическими товарами, кроме мыла;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;68.2;Аренда и управление собственным или арендованным недвижимым имуществом;2014;1
22d4122b-98f5-43e3-8af9-7b4030d00293;47.59;Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.71;Торговля розничная одеждой в специализированных магазинах;2014;0
f8f121eb-642b-42c2-ae73-bdfc920bef57;85.42.9;Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.21;Производство электромонтажных работ;2014;1
91d9ff53-45cd-4c0b-9584-590a14b03504;42.11;Строительство автомобильных дорог и автомагистралей;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.31;Производство штукатурных работ;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;46.69.9;Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;77.32;Аренда и лизинг строительных машин и оборудования;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;81.29;Деятельность по чистке и уборке прочая;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;45.20.2;Техническое обслуживание и ремонт прочих автотранспортных средств;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.31;Торговля оптовая фруктами и овощами;2014;1
838a2f6b-4daf-4865-9cdf-9e03b516b89c;47.75.3;Торговля розничная предметами личной гигиены в специализированных магазинах;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49.5;Торговля оптовая неэлектрическими бытовыми приборами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;49.41.2;Перевозка грузов неспециализированными автотранспортными средствами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49.49;Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;52.29;Деятельность вспомогательная прочая, связанная с перевозками;2014;0
3d5a4c2a-5b28-4794-b6d7-ed002ae42be6;42.21;Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения;2014;0
3d5a4c2a-5b28-4794-b6d7-ed002ae42be6;69.20.2;Деятельность по оказанию услуг в области бухгалтерского учета;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;23.99.6;Производство минеральных тепло- и звукоизоляционных материалов и изделий;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;46.37;Торговля оптовая кофе, чаем, какао и пряностями;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;52.1;Деятельность по складированию и хранению;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;47.91.1;Торговля розничная по почте;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.31.2;Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.31;Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.31.11;Перевозка пассажиров железнодорожным транспортом в пригородном сообщении в регулируемом секторе;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;59.12;Деятельность монтажно-компоновочная в области производства кинофильмов, видеофильмов и телевизионных программ;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.02;Деятельность консультативная и работы в области компьютерных технологий;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.02.3;Деятельность по обучению пользователей;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;2014;0
e81fed0b-60f8-4416-8bd1-a6de066b97e6;47.21;Торговля розничная фруктами и овощами в специализированных магазинах;2014;1
a5b04b22-e0c9-4671-8f75-d5168fb0e8bc;74.2;Деятельность в области фотографии;2014;0
2bf78a07-4d71-447d-90c3-d032471ee4af;47.22;Торговля розничная мясом и мясными продуктами в специализированных магазинах;2014;0
2bf78a07-4d71-447d-90c3-d032471ee4af;47.71;Торговля розничная одеждой в специализированных магазинах;2014;0
eee43a95-4b89-4200-b1dd-6419cbe6767a;47.75.1;Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.51;Торговля розничная текстильными изделиями в специализированных магазинах;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;96.09;Предоставление прочих персональных услуг, не включенных в другие группировки;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.72;Торговля розничная обувью и изделиями из кожи в специализированных магазинах;2014;0
12266588-ea0c-4f5a-b734-0f47ff91db0f;47.21;Торговля розничная фруктами и овощами в специализированных магазинах;2014;1
91d9ff53-45cd-4c0b-9584-590a14b03504;02.10.2;Деятельность лесохозяйственная прочая;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.22;Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.32;Работы столярные и плотничные;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;45.32.29;Торговля розничная автомобильными деталями, узлами и принадлежностями прочая, не включенная в другие группировки;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;46.73;Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;81.1;Деятельность по комплексному обслуживанию помещений;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;81.3;Деятельность по благоустройству ландшафта;2014;0
31e0ba01-66c0-4675-9d1b-e1ec81d81032;70.22;Консультирование по вопросам коммерческой деятельности и управления;2014;1
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49.4;Торговля оптовая прочими потребительскими товарами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.9;Торговля оптовая неспециализированная;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.45.2;Торговля оптовая туалетным и хозяйственным мылом;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49.1;Торговля оптовая ножевыми изделиями и бытовой металлической посудой;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;47.62.2;Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах;2014;0
3d5a4c2a-5b28-4794-b6d7-ed002ae42be6;43.22;Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха;2014;1
3d5a4c2a-5b28-4794-b6d7-ed002ae42be6;43.21;Производство электромонтажных работ;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;23.91;Производство абразивных изделий;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;23.99.61;Производство минеральных теплоизоляционных материалов и изделий;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;74.2;Деятельность в области фотографии;2014;1
65beda15-6a38-4c72-9e7b-6f62fa972e9d;59.11;Производство кинофильмов, видеофильмов и телевизионных программ;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;45.20.3;Мойка автотранспортных средств, полирование и предоставление аналогичных услуг;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;45.20.4;Техническая помощь на дорогах и транспортирование неисправных автотранспортных средств к месту их ремонта или стоянки;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;47.91.3;Торговля розничная через Интернет-аукционы;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.31.22;Регулярные перевозки пассажиров троллейбусами в городском и пригородном сообщении;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.32;Деятельность легкового такси и арендованных легковых автомобилей с водителем;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.02.4;Деятельность по подготовке компьютерных систем к эксплуатации;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.03.11;Деятельность по управлению компьютерными системами непосредственно;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;63.12.1;Деятельность сетевых изданий;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;74.1;Деятельность специализированная в области дизайна;2014;0
f61657bf-709e-4527-ba4c-7122e1e41ae6;56.3;Подача напитков;2014;0
a5b04b22-e0c9-4671-8f75-d5168fb0e8bc;79.90.2;Деятельность по предоставлению экскурсионных туристических услуг;2014;0
2bf78a07-4d71-447d-90c3-d032471ee4af;47.82;Торговля розничная в нестационарных торговых объектах и на рынках текстилем, одеждой и обувью;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.8;Торговля розничная в нестационарных торговых объектах и на рынках;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;68.31;Деятельность агентств недвижимости за вознаграждение или на договорной основе;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;2.2;Лесозаготовки;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.33;Работы по устройству покрытий полов и облицовке стен;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;46.74;Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;82.99;Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49;Торговля оптовая прочими бытовыми товарами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.33;Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;47.89.2;Торговля розничная на рынках прочими товарами;2014;0
3d5a4c2a-5b28-4794-b6d7-ed002ae42be6;43.29;Производство прочих строительно-монтажных работ;2014;0
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;46.31;Торговля оптовая фруктами и овощами;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;95.25;Ремонт часов и ювелирных изделий;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.31.23;Регулярные перевозки пассажиров трамваями в городском и пригородном сообщении;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.03;Деятельность по управлению компьютерным оборудованием;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;70.21;Деятельность в сфере связей с общественностью;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;95.25.1;Ремонт часов;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;46.9;Торговля оптовая неспециализированная;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;47.91.2;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;14.14;Производство нательного белья;2014;0
31e1fc3c-0dd9-4444-9edd-bfdfb0dd4bc5;95.12;Ремонт коммуникационного оборудования;2014;1
31e1fc3c-0dd9-4444-9edd-bfdfb0dd4bc5;95.11;Ремонт компьютеров и периферийного компьютерного оборудования;2014;0
abf3bba0-5fbd-4bef-88aa-1b9e0142fdb3;43.11;Разборка и снос зданий;2014;0
94243127-65b0-4f1b-9ca9-d5790fd045d2;47.71;Торговля розничная одеждой в специализированных магазинах;2014;1
14e0c3fa-faed-407c-b476-342a2126e5e7;61.1;Деятельность в области связи на базе проводных технологий;2014;0
32342744-b778-423c-8a8a-962ad3373371;14.12;Производство спецодежды;2014;0
c9ddbfb5-9031-46b9-a503-af307dde893f;70.22;Консультирование по вопросам коммерческой деятельности и управления;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;45.32.29;Торговля розничная автомобильными деталями, узлами и принадлежностями прочая, не включенная в другие группировки;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;46.9;Торговля оптовая неспециализированная;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;2014;0
b5e73cd8-a4ac-4549-b715-0a50afc89cc8;43.99.7;Работы по сборке и монтажу сборных конструкций;2014;0
b5e73cd8-a4ac-4549-b715-0a50afc89cc8;56.10.2;Деятельность по приготовлению и/или продаже пищи, готовой к непосредственному употреблению на месте, с транспортных средств или передвижных лавок;2014;0
4259c32d-00eb-42a5-833c-f18baa2d51a6;47.72;Торговля розничная обувью и изделиями из кожи в специализированных магазинах;2014;1
b6ebead6-788f-467b-8ddb-33c3c2781a17;47.8;Торговля розничная в нестационарных торговых объектах и на рынках;2014;0
b321c2cf-a26b-4456-a3a2-0e5a215fe81c;47.21.1;Торговля розничная свежими фруктами, овощами, картофелем и орехами в специализированных магазинах;2014;0
c954c78d-c9c0-4b28-baa5-f5e7cf4b86ca;47.29;Торговля розничная прочими пищевыми продуктами в специализированных магазинах;2014;0
a5b04b22-e0c9-4671-8f75-d5168fb0e8bc;79.90.21;Деятельность туристических агентств по предоставлению экскурсионных туристических услуг;2014;0
2bf78a07-4d71-447d-90c3-d032471ee4af;49.32;Деятельность легкового такси и арендованных легковых автомобилей с водителем;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.7;Торговля розничная прочими товарами в специализированных магазинах;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.52;Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;02.40.2;Предоставление услуг в области лесозаготовок;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;43.39;Производство прочих отделочных и завершающих работ;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;49.39;Деятельность прочего сухопутного пассажирского транспорта, не включенная в другие группировки;2014;0
91d9ff53-45cd-4c0b-9584-590a14b03504;81.21;Деятельность по общей уборке зданий;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.49.2;Торговля оптовая плетеными изделиями, изделиями из пробки, бондарными изделиями и прочими бытовыми деревянными изделиями;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;46.36;Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;49.41.1;Перевозка грузов специализированными автотранспортными средствами;2014;0
838a2f6b-4daf-4865-9cdf-9e03b516b89c;52.21;Деятельность вспомогательная, связанная с сухопутным транспортом;2014;0
d9a28abd-1838-4cf9-be6c-42bfedf964dd;47.71;Торговля розничная одеждой в специализированных магазинах;2014;1
857f2b82-1d4e-495e-9ae3-2c5e34a0eaa2;49.41;Деятельность автомобильного грузового транспорта;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;45.2;Техническое обслуживание и ремонт автотранспортных средств;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;49.31.12;Перевозка пассажиров железнодорожным транспортом в пригородном сообщении в нерегулируемом секторе;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;62.02.1;Деятельность по планированию, проектированию компьютерных систем;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов;2014;0
65beda15-6a38-4c72-9e7b-6f62fa972e9d;95.22;Ремонт бытовых приборов, домашнего и садового инвентаря;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;47.62;Торговля розничная газетами и канцелярскими товарами в специализированных магазинах;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;47.59.4;Торговля розничная изделиями из дерева, пробки и плетеными изделиями в специализированных магазинах;2014;0
b31de502-a9b3-4993-b582-e88c3aa52f12;22.29;Производство прочих пластмассовых изделий;2014;0
31e1fc3c-0dd9-4444-9edd-bfdfb0dd4bc5;61.10.1;Деятельность по предоставлению услуг телефонной связи;2014;0
22b6ceb2-bf96-4d99-a86b-60a2f09c6656;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями;2014;0
abf3bba0-5fbd-4bef-88aa-1b9e0142fdb3;43.32;Работы столярные и плотничные;2014;0
94243127-65b0-4f1b-9ca9-d5790fd045d2;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет;2014;0
14e0c3fa-faed-407c-b476-342a2126e5e7;62.01;Разработка компьютерного программного обеспечения;2014;0
32342744-b778-423c-8a8a-962ad3373371;14.19;Производство прочей одежды и аксессуаров одежды;2014;0
c9ddbfb5-9031-46b9-a503-af307dde893f;74.9;Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;45.31.1;Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;47.91.3;Торговля розничная через Интернет-аукционы;2014;0
47ed66d2-cfa3-44c5-9c9e-675c13752bd7;63.99.1;Деятельность по оказанию консультационных и информационных услуг;2014;0
b5e73cd8-a4ac-4549-b715-0a50afc89cc8;47.25.12;Торговля розничная пивом в специализированных магазинах;2014;0
b5e73cd8-a4ac-4549-b715-0a50afc89cc8;56.21;Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий;2014;0
4259c32d-00eb-42a5-833c-f18baa2d51a6;47.78;Торговля розничная прочая в специализированных магазинах;2014;0
a5b04b22-e0c9-4671-8f75-d5168fb0e8bc;79.90.3;Деятельность по предоставлению туристических услуг, связанных с бронированием;2014;0
2bf78a07-4d71-447d-90c3-d032471ee4af;49.41;Деятельность автомобильного грузового транспорта;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.19;Торговля розничная прочая в неспециализированных магазинах;2014;0
22d4122b-98f5-43e3-8af9-7b4030d00293;47.11;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;2014;0
